愛育,あいいく,aiiku
肉屋,にくや,nikuya
肉類,にくるい,nikurui
荷車,にぐるま,niguruma
逃げ足,にげあし,nigeashi
逃げ口,にげぐち,nigeguchi
逃げ腰,にげごし,nigegoshi
逃げ場,にげば,nigeba
逃げ道,にげみち,nigemichi
二元論,にげんろん,nigenron
煮魚,にざかな,nizakana
西,にし,nishi
西明,にしあかり,nishiakari
錦,にしき,nishiki
錦絵,にしきえ,nishikie
西日,にしび,nishibi
鰊,にしん,nishin
二水,にすい,nisui
偽,にせ,nise
偽札,にせさつ,nisesatsu
偽物,にせもの,nisemono
煮炊き,にたき,nitaki
荷台,にだい,nidai
日,にち,nichi
日限,にちげん,nichigen
日没,にちぼつ,nichibotsu
日夜,にちや,nichiya
日輪,にちりん,nichirin
煮付け,につけ,nitsuke
担い手,にないて,ninaite
荷主,にぬし,ninushi
二の足,にのあし,ninoashi
二の次,にのつぎ,ninotsugi
二の舞い,にのまい,ninomai
荷札,にふだ,nifuda
煮干し,にぼし,niboshi
二枚目,にまいめ,nimaime
煮豆,にまめ,nimame
荷物,にもつ,nimotsu
煮物,にもの,nimono
にら,にら,nira
二輪,にりん,nirin
庭,にわ,niwa
庭石,にわいし,niwaishi
仁輪加,にわか,niwaka
俄か雨,にわかあめ,niwakaame
庭木,にわき,niwaki
庭先,にわさき,niwasaki
鶏,にわとり,niwatori
任,にん,nin
認可,にんか,ninka
任官,にんかん,ninkan
任期,にんき,ninki
人気者,にんきもの,ninkimono
人間,にんげん,ningen
認識,にんしき,ninshiki
妊娠,にんしん,ninshin
忍耐,にんたい,nintai
認諾,にんだく,nindaku
認知,にんち,ninchi
認定,にんてい,nintei
大蒜,にんにく,ninniku
縫い代,ぬいしろ,nuishiro
縫い目,ぬいめ,nuime
縫い物,ぬいもの,nuimono
糠,ぬか,nuka
糠雨,ぬかあめ,nukaame
糠味噌,ぬかみそ,nukamiso
抜,ぬき,nuki
抜き打ち,ぬきうち,nukiuchi
抜き書き,ぬきがき,nukigaki
抜き差し,ぬきさし,nukisashi
抜き手,ぬきて,nukite
抜け穴,ぬけあな,nukeana
抜け駆け,ぬけがけ,nukegake
抜け殻,ぬけがら,nukegara
抜け毛,ぬけげ,nukege
抜け道,ぬけみち,nukemichi
抜け目,ぬけめ,nukeme
主,ぬし,nushi
布,ぬの,nuno
布製,ぬのせい,nunosei
布袋,ぬのぶくろ,nunobukuro
沼,ぬま,numa
沼地,ぬまち,numachi
塗り絵,ぬりえ,nurie
塗り物,ぬりもの,nurimono
微温湯,ぬるまゆ,nurumayu
濡れ縁,ぬれえん,nureen
濡れ衣,ぬれぎぬ,nureginu
値上がり,ねあがり,neagari
値上げ,ねあげ,neage
寝汗,ねあせ,nease
寝息,ねいき,neiki
音色,ねいろ,neiro
値打ち,ねうち,neuchi
姉さん,ねえさん,neesan
寝起き,ねおき,neoki
願,ねがい,negai
寝顔,ねがお,negao
葱,ねぎ,negi
寝癖,ねぐせ,neguse
ねぐら,ねぐら,negura
猫,ねこ,neko
猫車,ねこぐるま,nekoguruma
猫背,ねこぜ,nekoze
猫糞,ねこばば,nekobaba
猫柳,ねこやなぎ,nekoyanagi
寝心地,ねごこち,negokochi
寝言,ねごと,negoto
値頃,ねごろ,negoro
値下がり,ねさがり,nesagari
値下げ,ねさげ,nesage
寝覚め,ねざめ,nezame
寝しな,ねしな,neshina
寝姿,ねすがた,nesugata
寝たきり,ねたきり,netakiri
根絶やし,ねだやし,nedayashi
値段,ねだん,nedan
熱,ねつ,netsu
熱意,ねつい,netsui
熱演,ねつえん,netsuen
熱源,ねつげん,netsugen
熱弁,ねつべん,netsuben
寝泊まり,ねとまり,netomari
寝床,ねどこ,nedoko
粘り気,ねばりけ,nebarike
寝冷え,ねびえ,nebie
値引き,ねびき,nebiki
値札,ねふだ,nefuda
寝袋,ねぶくろ,nebukuro
寝間,ねま,nema
寝間着,ねまき,nemaki
根回し,ねまわし,nemawashi
寝耳,ねみみ,nemimi
合歓,ねむ,nemu
眠気,ねむけ,nemuke
根元,ねもと,nemoto
根雪,ねゆき,neyuki
練り物,ねりもの,nerimono
根分け,ねわけ,newake
寝技,ねわざ,newaza
年,ねん,nen
年明け,ねんあけ,nenake
粘液,ねんえき,neneki
年会,ねんかい,nenkai
年間,ねんかん,nenkan
年賀,ねんが,nenga
年額,ねんがく,nengaku
念願,ねんがん,nengan
年季,ねんき,nenki
年金,ねんきん,nenkin
年貢,ねんぐ,nengu
年月,ねんげつ,nengetsu
年限,ねんげん,nengen
年産,ねんさん,nensan
捻挫,ねんざ,nenza
年始,ねんし,nenshi
年代,ねんだい,nendai
年度,ねんど,nendo
ねんねこ,ねんねこ,nenneko
年利,ねんり,nenri
念力,ねんりき,nenriki
年率,ねんりつ,nenritsu
年輪,ねんりん,nenrin
年齢,ねんれい,nenrei
野荒らし,のあらし,noarashi
野飼い,のがい,nogai
軒,のき,noki
軒先,のきさき,nokisaki
軒下,のきした,nokishita
軒端,のきば,nokiba
芒,のぎ,nogi
禾偏,のぎへん,nogihen
除け者,のけもの,nokemono
のこぎり,のこぎり,nokogiri
残り香,のこりか,nokorika
残り物,のこりもの,nokorimono
野晒し,のざらし,nozarashi
熨斗,のし,noshi
熨斗紙,のしがみ,noshigami
伸し餅,のしもち,noshimochi
覗き見,のぞきみ,nozokimi
後,のち,nochi
後々,のちのち,nochinochi
野天,のてん,noten
喉,のど,nodo
喉ごし,のどごし,nodogoshi
喉元,のどもと,nodomoto
野原,のはら,nohara
野放し,のばなし,nobanashi
野薔薇,のばら,nobara
野火,のび,nobi
延び延び,のびのび,nobinobi
のぶん,のぶん,nobun
延べ,のべ,nobe
幟,のぼり,nobori
上り坂,のぼりざか,noborizaka
上り線,のぼりせん,noborisen
蚤,のみ,nomi
飲み食い,のみくい,nomikui
飲み口,のみくち,nomikuchi
飲み代,のみしろ,nomishiro
飲み過ぎ,のみすぎ,nomisugi
野道,のみち,nomichi
飲み物,のみもの,nomimono
飲み屋,のみや,nomiya
野焼き,のやき,noyaki
野山,のやま,noyama
野良,のら,nora
野良犬,のらいぬ,norainu
海苔,のり,nori
乗り降り,のりおり,noriori
糊代,のりしろ,norishiro
乗り手,のりて,norite
祝詞,のりと,norito
乗り場,のりば,noriba
海苔巻き,のりまき,norimaki
乗り物,のりもの,norimono
暖簾,のれん,noren
のろし,のろし,noroshi
把握,はあく,haaku
廃,はい,hai
廃案,はいあん,haian
配意,はいい,haii
灰石,はいいし,haiishi
灰色,はいいろ,haiiro
敗因,はいいん,haiin
廃液,はいえき,haieki
排煙,はいえん,haien
廃屋,はいおく,haioku
配下,はいか,haika
徘徊,はいかい,haikai
廃刊,はいかん,haikan
胚芽,はいが,haiga
廃棄,はいき,haiki
拝金,はいきん,haikin
俳句,はいく,haiku
背景,はいけい,haikei
拝見,はいけん,haiken
排撃,はいげき,haigeki
背後,はいご,haigo
廃材,はいざい,haizai
灰皿,はいざら,haizara
廃止,はいし,haishi
配信,はいしん,haishin
排水,はいすい,haisui
排斥,はいせき,haiseki
排泄,はいせつ,haisetsu
敗戦,はいせん,haisen
廃絶,はいぜつ,haizetsu
配膳,はいぜん,haizen
敗訴,はいそ,haiso
配属,はいぞく,haizoku
排他,はいた,haita
敗退,はいたい,haitai
配達,はいたつ,haitatsu
俳壇,はいだん,haidan
配置,はいち,haichi
配点,はいてん,haiten
配電,はいでん,haiden
拝読,はいどく,haidoku
背任,はいにん,hainin
廃品,はいひん,haihin
配備,はいび,haibi
配付,はいふ,haifu
廃部,はいぶ,haibu
廃物,はいぶつ,haibutsu
配分,はいぶん,haibun
排便,はいべん,haiben
配本,はいほん,haihon
敗北,はいぼく,haiboku
背面,はいめん,haimen
肺門,はいもん,haimon
配役,はいやく,haiyaku
排卵,はいらん,hairan
拝礼,はいれい,hairei
配列,はいれつ,hairetsu
栄え,はえ,hae
生え際,はえぎわ,haegiwa
延縄,はえなわ,haenawa
生え抜き,はえぬき,haenuki
羽音,はおと,haoto
羽織,はおり,haori
墓,はか,haka
破壊,はかい,hakai
墓石,はかいし,hakaishi
博士,はかせ,hakase
墓場,はかば,hakaba
袴,はかま,hakama
墓参り,はかまいり,hakamairi
秤,はかり,hakari
謀,はかりごと,hakarigoto
葉書き,はがき,hagaki
歯形,はがた,hagata
鋼,はがね,hagane
破棄,はき,haki
吐き気,はきけ,hakike
掃き溜め,はきだめ,hakidame
履き物,はきもの,hakimono
萩,はぎ,hagi
歯軋り,はぎしり,hagishiri
接ぎ目,はぎめ,hagime
歯切れ,はぎれ,hagire
博,はく,haku
博愛,はくあい,hakuai
白亜紀,はくあき,hakuaki
白衣,はくい,hakui
白煙,はくえん,hakuen
迫害,はくがい,hakugai
博学,はくがく,hakugaku
白銀,はくぎん,hakugin
迫撃,はくげき,hakugeki
白菜,はくさい,hakusai
白紙,はくし,hakushi
迫真,はくしん,hakushin
剥製,はくせい,hakusei
白雪,はくせつ,hakusetsu
白線,はくせん,hakusen
剥奪,はくだつ,hakudatsu
白熱,はくねつ,hakunetsu
白眉,はくび,hakubi
博物,はくぶつ,hakubutsu
白墨,はくぼく,hakuboku
白米,はくまい,hakumai
薄膜,はくまく,hakumaku
舶来,はくらい,hakurai
博覧,はくらん,hakuran
剥離,はくり,hakuri
白露,はくろ,hakuro
歯茎,はぐき,haguki
歯車,はぐるま,haguruma
刷毛,はけ,hake
波形,はけい,hakei
捌け口,はけぐち,hakeguchi
派遣,はけん,haken
禿鷹,はげたか,hagetaka
禿鷲,はげわし,hagewashi
箱,はこ,hako
箱入り,はこいり,hakoiri
箱庭,はこにわ,hakoniwa
方舟,はこぶね,hakobune
繁縷,はこべ,hakobe
羽子板,はごいた,hagoita
歯応え,はごたえ,hagotae
羽衣,はごろも,hagoromo
破砕,はさい,hasai
鋏,はさみ,hasami
破産,はさん,hasan
端境期,はざかいき,hazakaiki
葉桜,はざくら,hazakura
狭間,はざま,hazama
橋,はし,hashi
麻疹,はしか,hashika
端書き,はしがき,hashigaki
端くれ,はしくれ,hashikure
艀,はしけ,hashike
橋桁,はしげた,hashigeta
梯子,はしご,hashigo
端々,はしばし,hashibashi
柱,はしら,hashira
蓮,はす,hasu
斜交い,はすかい,hasukai
派生,はせい,hasei
沙魚,はぜ,haze
破損,はそん,hason
旗,はた,hata
旗揚げ,はたあげ,hataage
旗色,はたいろ,hatairo
機織り,はたおり,hataori
はたき,はたき,hataki
畑,はたけ,hatake
畑作,はたさく,hatasaku
畑地,はたち,hatachi
旗振り,はたふり,hatafuri
傍目,はため,hatame
旗本,はたもと,hatamoto
破綻,はたん,hatan
肌,はだ,hada
肌色,はだいろ,hadairo
裸,はだか,hadaka
裸馬,はだかうま,hadakauma
肌着,はだぎ,hadagi
肌触り,はだざわり,hadazawari
裸足,はだし,hadashi
肌身,はだみ,hadami
破断,はだん,hadan
蜂,はち,hachi
鉢植え,はちうえ,hachiue
破竹,はちく,hachiku
蜂鳥,はちどり,hachidori
鉢巻き,はちまき,hachimaki
蜂蜜,はちみつ,hachimitsu
初,はつ,hatsu
発案,はつあん,hatsuan
発育,はついく,hatsuiku
発煙,はつえん,hatsuen
発音,はつおん,hatsuon
発芽,はつが,hatsuga
初釜,はつがま,hatsugama
発癌,はつがん,hatsugan
発議,はつぎ,hatsugi
発現,はつげん,hatsugen
初恋,はつこい,hatsukoi
初霜,はつしも,hatsushimo
発電,はつでん,hatsuden
初荷,はつに,hatsuni
初値,はつね,hatsune
発熱,はつねつ,hatsunetsu
初乗り,はつのり,hatsunori
発売,はつばい,hatsubai
初参り,はつまいり,hatsumairi
初孫,はつまご,hatsumago
初耳,はつみみ,hatsumimi
発明,はつめい,hatsumei
初物,はつもの,hatsumono
初役,はつやく,hatsuyaku
初雪,はつゆき,hatsuyuki
初夢,はつゆめ,hatsuyume
発令,はつれい,hatsurei
発露,はつろ,hatsuro
果てし,はてし,hateshi
鳩,はと,hato
波止場,はとば,hatoba
歯止め,はどめ,hadome
はな,はな,hana
鼻息,はないき,hanaiki
鼻歌,はなうた,hanauta
鼻緒,はなお,hanao
花形,はながた,hanagata
花柄,はながら,hanagara
花曇り,はなぐもり,hanagumori
鼻声,はなごえ,hanagoe
花暦,はなごよみ,hanagoyomi
鼻先,はなさき,hanasaki
花盛り,はなざかり,hanazakari
話,はなし,hanashi
話し声,はなしごえ,hanashigoe
花園,はなぞの,hanazono
花束,はなたば,hanataba
花便り,はなだより,hanadayori
花時,はなどき,hanadoki
花畑,はなばたけ,hanabatake
花火,はなび,hanabi
花冷え,はなびえ,hanabie
花びら,はなびら,hanabira
花房,はなぶさ,hanabusa
花丸,はなまる,hanamaru
花見,はなみ,hanami
花道,はなみち,hanamichi
はなむけ,はなむけ,hanamuke
花婿,はなむこ,hanamuko
鼻持ち,はなもち,hanamochi
花屋,はなや,hanaya
花嫁,はなよめ,hanayome
歯並び,はならび,hanarabi
離れ業,はなれわざ,hanarewaza
塙,はなわ,hanawa
埴輪,はにわ,haniwa
羽根,はね,hane
羽根突,はねつき,hanetsuki
母,はは,haha
母上,ははうえ,hahaue
母親,ははおや,hahaoya
母方,ははかた,hahakata
母子草,ははこぐさ,hahakogusa
幅,はば,haba
派閥,はばつ,habatsu
幅跳び,はばとび,habatobi
波布,はぶ,habu
羽二重,はぶたえ,habutae
羽振り,はぶり,haburi
派兵,はへい,hahei
破片,はへん,hahen
浜,はま,hama
葉巻,はまき,hamaki
蛤,はまぐり,hamaguri
はまち,はまち,hamachi
浜辺,はまべ,hamabe
破魔矢,はまや,hamaya
歯磨き,はみがき,hamigaki
羽目,はめ,hame
羽目板,はめいた,hameita
破滅,はめつ,hametsu
刃物,はもの,hamono
破門,はもん,hamon
早打ち,はやうち,hayauchi
早起き,はやおき,hayaoki
早合点,はやがてん,hayagaten
早鐘,はやがね,hayagane
早口,はやくち,hayakuchi
早咲き,はやざき,hayazaki
囃子,はやし,hayashi
早瀬,はやせ,hayase
疾風,はやて,hayate
早寝,はやね,hayane
早場米,はやばまい,hayabamai
早引け,はやびけ,hayabike
隼,はやぶさ,hayabusa
早道,はやみち,hayamichi
早耳,はやみみ,hayamimi
早技,はやわざ,hayawaza
原,はら,hara
払い腰,はらいごし,haraigoshi
腹癒せ,はらいせ,haraise
腹掛け,はらがけ,haragake
腹違い,はらちがい,harachigai
腹這,はらばい,harabai
腹鰭,はらびれ,harabire
はらわた,はらわた,harawata
波乱,はらん,haran
梁,はり,hari
針金,はりがね,harigane
張り紙,はりがみ,harigami
張り子,はりこ,hariko
磔,はりつけ,haritsuke
張り手,はりて,harite
春,はる,haru
遥,はるか,haruka
春風,はるかぜ,harukaze
春霞,はるがすみ,harugasumi
春先,はるさき,harusaki
春雨,はるさめ,harusame
晴,はれ,hare
晴れ着,はれぎ,haregi
晴れ姿,はれすがた,haresugata
破裂,はれつ,haretsu
晴れ間,はれま,harema
腫れ物,はれもの,haremono
刃渡り,はわたり,hawatari
判,はん,han
犯意,はんい,hani
反映,はんえい,hanei
半円,はんえん,hanen
半音,はんおん,hanon
半壊,はんかい,hankai
繁華街,はんかがい,hankagai
反感,はんかん,hankan
版画,はんが,hanga
半額,はんがく,hangaku
半期,はんき,hanki
半規管,はんきかん,hankikan
版木,はんぎ,hangi
反軍,はんぐん,hangun
半径,はんけい,hankei
判決,はんけつ,hanketsu
版権,はんけん,hanken
反撃,はんげき,hangeki
半月,はんげつ,hangetsu
半減,はんげん,hangen
判こ,はんこ,hanko
反骨,はんこつ,hankotsu
犯罪,はんざい,hanzai
半紙,はんし,hanshi
半身,はんしん,hanshin
反省,はんせい,hansei
反戦,はんせん,hansen
反則,はんそく,hansoku
半袖,はんそで,hansode
反対,はんたい,hantai
はんだ,はんだ,handa
判断,はんだん,handan
半月,はんつき,hantsuki
判定,はんてい,hantei
反転,はんてん,hanten
半時,はんとき,hantoki
半年,はんとし,hantoshi
判読,はんどく,handoku
半日,はんにち,hannichi
犯人,はんにん,hannin
半値,はんね,hanne
半々,はんはん,hanhan
反落,はんらく,hanraku
反乱,はんらん,hanran
半輪,はんりん,hanrin
凡例,はんれい,hanrei
販路,はんろ,hanro
反論,はんろん,hanron
場合,ばあい,baai
婆さん,ばあさん,baasan
場当たり,ばあたり,baatari
倍,ばい,bai
煤煙,ばいえん,baien
倍加,ばいか,baika
媒介,ばいかい,baikai
黴菌,ばいきん,baikin
陪審,ばいしん,baishin
焙煎,ばいせん,baisen
媒体,ばいたい,baitai
売店,ばいてん,baiten
売買,ばいばい,baibai
売名,ばいめい,baimei
売約,ばいやく,baiyaku
倍率,ばいりつ,bairitsu
爆音,ばくおん,bakuon
